,title,genres,overview,release_date,runtime,review,content to embed
0,The Descent,"['Adventure', 'Horror']","After a tragic accident, six friends reunite for a caving expedition. Their adventure soon goes horribly wrong when a collapse traps them deep underground and they find themselves pursued by bloodthirsty creatures. As their friendships deteriorate, they find themselves in a desperate struggle to survive the creatures and each other.",2005-07-08,99,6.964,"Movie Name: The Descent 
 Movie Genre: ['Adventure', 'Horror'] 
 Movie Overview: After a tragic accident, six friends reunite for a caving expedition. Their adventure soon goes horribly wrong when a collapse traps them deep underground and they find themselves pursued by bloodthirsty creatures. As their friendships deteriorate, they find themselves in a desperate struggle to survive the creatures and each other. 
 Movie Release Date: 2005-07-08 
 Movie Runtime: 99 
 Movie Review: 6.964"
1,Biebermania!,"['Documentary', 'Music']","An inside look at the phenomenon that is sweeping the nation. Justin Bieber, along with music's top icons, give you the scoop on how he became the pop sensation that he is today. Although many would like to call Bieber an 'overnight sensation,' his Beliebers (what he adoringly calls his fans) have been following his trail since 2007.",2011-05-17,70,1.0,"Movie Name: Biebermania! 
 Movie Genre: ['Documentary', 'Music'] 
 Movie Overview: An inside look at the phenomenon that is sweeping the nation. Justin Bieber, along with music's top icons, give you the scoop on how he became the pop sensation that he is today. Although many would like to call Bieber an 'overnight sensation,' his Beliebers (what he adoringly calls his fans) have been following his trail since 2007. 
 Movie Release Date: 2011-05-17 
 Movie Runtime: 70 
 Movie Review: 1.0"
2,Carpe Diem,"['Comedy', 'TV Movie']","As the end of the world is announced, Akim, Julie and Kevin begin to achieve everything they have always wanted to do, but after the world does not end, the world wakes up with a terrible hangover.",2022-12-22,0,6.0,"Movie Name: Carpe Diem 
 Movie Genre: ['Comedy', 'TV Movie'] 
 Movie Overview: As the end of the world is announced, Akim, Julie and Kevin begin to achieve everything they have always wanted to do, but after the world does not end, the world wakes up with a terrible hangover. 
 Movie Release Date: 2022-12-22 
 Movie Runtime: 0 
 Movie Review: 6.0"
3,Ham,"['Drama', 'Comedy']","In the depths of rural England, childhood friends Cathy and Jules find something unexpected in the woods and have to work out what the hell to do with it.",2023-10-18,15,0.0,"Movie Name: Ham 
 Movie Genre: ['Drama', 'Comedy'] 
 Movie Overview: In the depths of rural England, childhood friends Cathy and Jules find something unexpected in the woods and have to work out what the hell to do with it. 
 Movie Release Date: 2023-10-18 
 Movie Runtime: 15 
 Movie Review: 0.0"
4,Nothing Goes,"['Thriller', 'Drama', 'Crime']","A university student's life begins to spiral out of control after reluctantly being involved in a robbery, leading to a road trip which will change his life forever.",2023-10-22,51,0.0,"Movie Name: Nothing Goes 
 Movie Genre: ['Thriller', 'Drama', 'Crime'] 
 Movie Overview: A university student's life begins to spiral out of control after reluctantly being involved in a robbery, leading to a road trip which will change his life forever. 
 Movie Release Date: 2023-10-22 
 Movie Runtime: 51 
 Movie Review: 0.0"
5,Smashing Pumpkins,"['Horror', 'Drama']","When a baseball team’s hazing ritual goes wrong, they accidentally send an evil figure on a blood path after an innocent victim of their choosing.",2023-10-26,16,0.0,"Movie Name: Smashing Pumpkins 
 Movie Genre: ['Horror', 'Drama'] 
 Movie Overview: When a baseball team’s hazing ritual goes wrong, they accidentally send an evil figure on a blood path after an innocent victim of their choosing. 
 Movie Release Date: 2023-10-26 
 Movie Runtime: 16 
 Movie Review: 0.0"
6,Michal Cieslak vs. Tommy McCarthy,['Action'],"EBU cruiserweight king Michal Cieslak (24-2) defends his title against ex-champ Tommy McCarthy (20-4) in Zakopane, Poland.",2023-11-04,0,0.0,"Movie Name: Michal Cieslak vs. Tommy McCarthy 
 Movie Genre: ['Action'] 
 Movie Overview: EBU cruiserweight king Michal Cieslak (24-2) defends his title against ex-champ Tommy McCarthy (20-4) in Zakopane, Poland. 
 Movie Release Date: 2023-11-04 
 Movie Runtime: 0 
 Movie Review: 0.0"
7,Noel Mikaelian vs. Ilunga Makabu,['Action'],"Noel Mikaelian (26-2, 11KO) faces former WBC cruiserweight champion Ilunga Makabu (29-3, 25KO) for the vacant WBC cruiserweight title in Miami, Florida.",2023-11-04,0,0.0,"Movie Name: Noel Mikaelian vs. Ilunga Makabu 
 Movie Genre: ['Action'] 
 Movie Overview: Noel Mikaelian (26-2, 11KO) faces former WBC cruiserweight champion Ilunga Makabu (29-3, 25KO) for the vacant WBC cruiserweight title in Miami, Florida. 
 Movie Release Date: 2023-11-04 
 Movie Runtime: 0 
 Movie Review: 0.0"
8,A Holiday I Do,"['Romance', 'Comedy']","When a small town single mom falls for her ex-husband's beautiful and sophisticated wedding planner, she'll need some Christmas magic to fix the chaos that ensues.",2023-11-05,94,0.0,"Movie Name: A Holiday I Do 
 Movie Genre: ['Romance', 'Comedy'] 
 Movie Overview: When a small town single mom falls for her ex-husband's beautiful and sophisticated wedding planner, she'll need some Christmas magic to fix the chaos that ensues. 
 Movie Release Date: 2023-11-05 
 Movie Runtime: 94 
 Movie Review: 0.0"
9,The Loch Ness Horror,['Horror'],"A vanished submarine prompts a rescue operation that leads to the Loch Ness monster. Having escaped the Loch, the creature unleashes decades of pent-up aggression on those it encounters.",2023-11-07,0,0.0,"Movie Name: The Loch Ness Horror 
 Movie Genre: ['Horror'] 
 Movie Overview: A vanished submarine prompts a rescue operation that leads to the Loch Ness monster. Having escaped the Loch, the creature unleashes decades of pent-up aggression on those it encounters. 
 Movie Release Date: 2023-11-07 
 Movie Runtime: 0 
 Movie Review: 0.0"
10,Stranded,[],"After the loss of their mother, a group of estranged siblings agree to scatter her ashes at their family cabin outside Fouke, Ark. On the way, they break down and are stalked and terrorized by a Sasquatch.",2023-11-07,81,0.0,"Movie Name: Stranded 
 Movie Genre: [] 
 Movie Overview: After the loss of their mother, a group of estranged siblings agree to scatter her ashes at their family cabin outside Fouke, Ark. On the way, they break down and are stalked and terrorized by a Sasquatch. 
 Movie Release Date: 2023-11-07 
 Movie Runtime: 81 
 Movie Review: 0.0"
11,Christmas in Big Sky Country,"['TV Movie', 'Comedy', 'Drama', 'Romance']","When an incident occurs on an Alaskan oil rig, Becca Collins must work with the oil company's new PR rep, Logan Johnston, to bring her brother-in-law safely home for the holidays. Becca begins to fall for the handsome stranger, but can she trust Logan's motives?",2023-11-07,85,0.0,"Movie Name: Christmas in Big Sky Country 
 Movie Genre: ['TV Movie', 'Comedy', 'Drama', 'Romance'] 
 Movie Overview: When an incident occurs on an Alaskan oil rig, Becca Collins must work with the oil company's new PR rep, Logan Johnston, to bring her brother-in-law safely home for the holidays. Becca begins to fall for the handsome stranger, but can she trust Logan's motives? 
 Movie Release Date: 2023-11-07 
 Movie Runtime: 85 
 Movie Review: 0.0"
12,The Major Tones,['Drama'],"After an accident, Ana needs some metal prosthetics in one of her forearms. During her winter vacation, she notices something strange—as though her arm were an antenna, she begins to receive messages in morse code. This happens every day, but the frequency is different. With a little help from her friends, the young woman spends her days trying to decipher the enigmatic code coming from her body. Is it a song? A call from unthought-of places? Is it a game? Or a simple problem with the prosthetics? As she did in her short films, Ingrid Pokropek relies on fiction to tackle the shortcomings of early adolescence and pay tribute to Buenos Aires City’s geography. In Los tonos mayores, the fantastic barges in little by little, with the same conviction Ana enters the adventure of her life.",2023-11-07,101,0.0,"Movie Name: The Major Tones 
 Movie Genre: ['Drama'] 
 Movie Overview: After an accident, Ana needs some metal prosthetics in one of her forearms. During her winter vacation, she notices something strange—as though her arm were an antenna, she begins to receive messages in morse code. This happens every day, but the frequency is different. With a little help from her friends, the young woman spends her days trying to decipher the enigmatic code coming from her body. Is it a song? A call from unthought-of places? Is it a game? Or a simple problem with the prosthetics? As she did in her short films, Ingrid Pokropek relies on fiction to tackle the shortcomings of early adolescence and pay tribute to Buenos Aires City’s geography. In Los tonos mayores, the fantastic barges in little by little, with the same conviction Ana enters the adventure of her life. 
 Movie Release Date: 2023-11-07 
 Movie Runtime: 101 
 Movie Review: 0.0"
13,Love Virtually,"['Comedy', 'Romance']","In a world where the Metaverse has become widely adopted, four couples go to ridiculous lengths to find true love in a virtual world. Love Virtually is a retro future satirical rom-com for the Metaverse era, blending live action and 3D animation as It explores and exposes the absurd reality of our world and where we are heading, while probing life’s deepest questions such as: How does a celebrity find someone who loves them for their true selves? Is it cheating if it’s in VR? and, Is it cheating if it’s with an AI?",2023-11-07,0,0.0,"Movie Name: Love Virtually 
 Movie Genre: ['Comedy', 'Romance'] 
 Movie Overview: In a world where the Metaverse has become widely adopted, four couples go to ridiculous lengths to find true love in a virtual world. Love Virtually is a retro future satirical rom-com for the Metaverse era, blending live action and 3D animation as It explores and exposes the absurd reality of our world and where we are heading, while probing life’s deepest questions such as: How does a celebrity find someone who loves them for their true selves? Is it cheating if it’s in VR? and, Is it cheating if it’s with an AI? 
 Movie Release Date: 2023-11-07 
 Movie Runtime: 0 
 Movie Review: 0.0"
14,The Mummy,['Documentary'],"The name alone invokes a senso of fear. But what is a mummy? When a human's soft tissues and organs have been preserved by either intentional (anthropogenic) or accidental (spontaneous) exposure to chemicals, extreme cold, very low humidity, or lack of air, the recovered body does not decay further if kept in cool and dry conditions. Self-mummification was practiced until the late 1800s in Japan where monks whose bodies remain incorrupt without any traces of deliberate mummification are venerated by Buddhists. Join us for a fascinating and frightful journey into the mystery of The Mummy.",2023-11-07,47,0.0,"Movie Name: The Mummy 
 Movie Genre: ['Documentary'] 
 Movie Overview: The name alone invokes a senso of fear. But what is a mummy? When a human's soft tissues and organs have been preserved by either intentional (anthropogenic) or accidental (spontaneous) exposure to chemicals, extreme cold, very low humidity, or lack of air, the recovered body does not decay further if kept in cool and dry conditions. Self-mummification was practiced until the late 1800s in Japan where monks whose bodies remain incorrupt without any traces of deliberate mummification are venerated by Buddhists. Join us for a fascinating and frightful journey into the mystery of The Mummy. 
 Movie Release Date: 2023-11-07 
 Movie Runtime: 47 
 Movie Review: 0.0"
15,Lil' Santa's Book Club: The Christmas Reindeer,['Family'],"Celebrate the Christmas holiday with Lil’ Santa and his adorable baby reindeer Mittens as they gather around the fire to tell a classic holiday story! This time the beloved holiday duo is back for a favorite Christmas classic, The Christmas Reindeer!",2023-11-07,150,0.0,"Movie Name: Lil' Santa's Book Club: The Christmas Reindeer 
 Movie Genre: ['Family'] 
 Movie Overview: Celebrate the Christmas holiday with Lil’ Santa and his adorable baby reindeer Mittens as they gather around the fire to tell a classic holiday story! This time the beloved holiday duo is back for a favorite Christmas classic, The Christmas Reindeer! 
 Movie Release Date: 2023-11-07 
 Movie Runtime: 150 
 Movie Review: 0.0"
16,Lil Santa’s Christmas Chronicles: Betty Leicester's Christmas,"['Family', 'Animation']","Welcome to Christmas World, where Santa and his pals gather around the fire to tell wonderful Christmas stories to one another. When Benny the Elf and all Santa's reindeer join in the fun, they tell the story of Betty Leicester's Christmas. Get into the Christmas spirit with a memorable story for the whole family.",2023-11-07,78,0.0,"Movie Name: Lil Santa’s Christmas Chronicles: Betty Leicester's Christmas 
 Movie Genre: ['Family', 'Animation'] 
 Movie Overview: Welcome to Christmas World, where Santa and his pals gather around the fire to tell wonderful Christmas stories to one another. When Benny the Elf and all Santa's reindeer join in the fun, they tell the story of Betty Leicester's Christmas. Get into the Christmas spirit with a memorable story for the whole family. 
 Movie Release Date: 2023-11-07 
 Movie Runtime: 78 
 Movie Review: 0.0"
17,Les satellites ne tombent jamais du ciel,[],,2023-11-07,0,0.0,"Movie Name: Les satellites ne tombent jamais du ciel 
 Movie Genre: [] 
 Movie Overview:  
 Movie Release Date: 2023-11-07 
 Movie Runtime: 0 
 Movie Review: 0.0"
18,Aire de jeux,[],,2023-11-07,0,0.0,"Movie Name: Aire de jeux 
 Movie Genre: [] 
 Movie Overview:  
 Movie Release Date: 2023-11-07 
 Movie Runtime: 0 
 Movie Review: 0.0"
19,"Buttered Cards, Shattered Hearts",['Comedy'],"After the death of the world's last cow, a young couple finds themselves on a hunt for butter, through the labyrinth of their apartment building. When they finally reach the basement, a dangerous game for life and butter awaits them.",2023-11-07,19,0.0,"Movie Name: Buttered Cards, Shattered Hearts 
 Movie Genre: ['Comedy'] 
 Movie Overview: After the death of the world's last cow, a young couple finds themselves on a hunt for butter, through the labyrinth of their apartment building. When they finally reach the basement, a dangerous game for life and butter awaits them. 
 Movie Release Date: 2023-11-07 
 Movie Runtime: 19 
 Movie Review: 0.0"
20,Troupeau,[],,2023-11-07,0,0.0,"Movie Name: Troupeau 
 Movie Genre: [] 
 Movie Overview:  
 Movie Release Date: 2023-11-07 
 Movie Runtime: 0 
 Movie Review: 0.0"
21,A Boat Departed from Me Taking Me Away,['Documentary'],"In the ranks of the Japanese army during WWII, there existed what was known as comfort women. In the present, that term was replaced by a definition that is closer to reality—they were women who had been kidnapped and turned into sex slaves. After a long period of humiliation, the victims remained quiet, but some of them built up the courage to write about their ordeals in a series of letters. Cecilia Kang’s new documentary recovers those testimonies in order to talk about the way in which History and social mandates affect the lives of Korean women in Argentina, from the perspective of a young acting student who, after coming into contact with this correspondence, allows herself to reflect on the community she lives in and understand more about the traditions of her people as well as her own family history.",2023-11-07,80,0.0,"Movie Name: A Boat Departed from Me Taking Me Away 
 Movie Genre: ['Documentary'] 
 Movie Overview: In the ranks of the Japanese army during WWII, there existed what was known as comfort women. In the present, that term was replaced by a definition that is closer to reality—they were women who had been kidnapped and turned into sex slaves. After a long period of humiliation, the victims remained quiet, but some of them built up the courage to write about their ordeals in a series of letters. Cecilia Kang’s new documentary recovers those testimonies in order to talk about the way in which History and social mandates affect the lives of Korean women in Argentina, from the perspective of a young acting student who, after coming into contact with this correspondence, allows herself to reflect on the community she lives in and understand more about the traditions of her people as well as her own family history. 
 Movie Release Date: 2023-11-07 
 Movie Runtime: 80 
 Movie Review: 0.0"
22,The Two Mariettes,['Documentary'],"“What would my classmates think if they found out I was Jewish when, in most of our classes, something was said against us,” Mariette Diamant asks herself. For more than seven decades, this woman -who escaped with her parents from Nazi-occupied France during WWII- would hide the Jewish origins of her family for fear of retaliation. But at 90, Mariette decides to shed light on that past that haunts her, tell her story and reveal her true identity with the sole aim of freeing herself from those wounds that won’t heal, from that pain that never ceases. In the last part of a documentary trilogy about the Holocaust’s ghosts in Argentina, writer-director Poli Martínez Kaplun seizes one of the most powerful tools of cinema— the capability of turning into the perfect counteroffensive for omission.",2023-11-07,80,0.0,"Movie Name: The Two Mariettes 
 Movie Genre: ['Documentary'] 
 Movie Overview: “What would my classmates think if they found out I was Jewish when, in most of our classes, something was said against us,” Mariette Diamant asks herself. For more than seven decades, this woman -who escaped with her parents from Nazi-occupied France during WWII- would hide the Jewish origins of her family for fear of retaliation. But at 90, Mariette decides to shed light on that past that haunts her, tell her story and reveal her true identity with the sole aim of freeing herself from those wounds that won’t heal, from that pain that never ceases. In the last part of a documentary trilogy about the Holocaust’s ghosts in Argentina, writer-director Poli Martínez Kaplun seizes one of the most powerful tools of cinema— the capability of turning into the perfect counteroffensive for omission. 
 Movie Release Date: 2023-11-07 
 Movie Runtime: 80 
 Movie Review: 0.0"
23,Groundswell,['Documentary'],"In the 1990s, in the city of Mar del Plata, about thirty women disappeared and were murdered, most of them sex workers. A serial killer that was given the name of “El Loco de la Ruta” was blamed for these crimes. Every investigation that had to do with these crimes was half-hearted and defective; the stigmatization of the victims was much more intense than any aim at justice. In a decade pierced by impunity and social discontent, the women, most of them still unorganized, were the only ones to raise their voices and take the cold city streets reclaiming justice.",2023-11-07,79,0.0,"Movie Name: Groundswell 
 Movie Genre: ['Documentary'] 
 Movie Overview: In the 1990s, in the city of Mar del Plata, about thirty women disappeared and were murdered, most of them sex workers. A serial killer that was given the name of “El Loco de la Ruta” was blamed for these crimes. Every investigation that had to do with these crimes was half-hearted and defective; the stigmatization of the victims was much more intense than any aim at justice. In a decade pierced by impunity and social discontent, the women, most of them still unorganized, were the only ones to raise their voices and take the cold city streets reclaiming justice. 
 Movie Release Date: 2023-11-07 
 Movie Runtime: 79 
 Movie Review: 0.0"
24,Christmas with Jerks,"['Comedy', 'Romance']","A middle-aged child star, passed over for her comeback role, goes to her sister's house to hide out, but when she discovers an injured stuntman, dog-sitting for the holidays, she'll have to help him win back his ex to get him outta the house before Christmas.",2023-11-07,86,0.0,"Movie Name: Christmas with Jerks 
 Movie Genre: ['Comedy', 'Romance'] 
 Movie Overview: A middle-aged child star, passed over for her comeback role, goes to her sister's house to hide out, but when she discovers an injured stuntman, dog-sitting for the holidays, she'll have to help him win back his ex to get him outta the house before Christmas. 
 Movie Release Date: 2023-11-07 
 Movie Runtime: 86 
 Movie Review: 0.0"
25,Rose à la ferme,"['Comedy', 'Documentary']",,2023-11-07,0,0.0,"Movie Name: Rose à la ferme 
 Movie Genre: ['Comedy', 'Documentary'] 
 Movie Overview:  
 Movie Release Date: 2023-11-07 
 Movie Runtime: 0 
 Movie Review: 0.0"
26,Avant l'océan,['Romance'],,2023-11-07,0,0.0,"Movie Name: Avant l'océan 
 Movie Genre: ['Romance'] 
 Movie Overview:  
 Movie Release Date: 2023-11-07 
 Movie Runtime: 0 
 Movie Review: 0.0"
27,There Were Cowboys,['Drama'],,2023-11-07,0,0.0,"Movie Name: There Were Cowboys 
 Movie Genre: ['Drama'] 
 Movie Overview:  
 Movie Release Date: 2023-11-07 
 Movie Runtime: 0 
 Movie Review: 0.0"
28,La Valse sauvage,['Drama'],,2023-11-07,0,0.0,"Movie Name: La Valse sauvage 
 Movie Genre: ['Drama'] 
 Movie Overview:  
 Movie Release Date: 2023-11-07 
 Movie Runtime: 0 
 Movie Review: 0.0"
29,Tips For Walking Your Dog,['Comedy'],A man gives you tips for walking your dog.,2023-11-07,3,0.0,"Movie Name: Tips For Walking Your Dog 
 Movie Genre: ['Comedy'] 
 Movie Overview: A man gives you tips for walking your dog. 
 Movie Release Date: 2023-11-07 
 Movie Runtime: 3 
 Movie Review: 0.0"
30,Jamel Herring vs. Nick Molina,['Action'],"Former WBO junior lightweight world champion and US Marine, Jamel Herring, returns to the ring for the first time in over a year to begin his quest for a second world title versus the unbeaten Nick Molina.",2023-11-07,0,0.0,"Movie Name: Jamel Herring vs. Nick Molina 
 Movie Genre: ['Action'] 
 Movie Overview: Former WBO junior lightweight world champion and US Marine, Jamel Herring, returns to the ring for the first time in over a year to begin his quest for a second world title versus the unbeaten Nick Molina. 
 Movie Release Date: 2023-11-07 
 Movie Runtime: 0 
 Movie Review: 0.0"
31,Royal Opera House 2023/24: Don Quixote,['Music'],"Don Quixote, based on Miguel de Cervantes’ epic novel of the same name, regales the adventures of the eccentric nobleman Don Quixote and his faithful squire Sancho Panza, as they help to bring a vivacious young couple, Kitri and Basilio, together.",2023-11-07,180,0.0,"Movie Name: Royal Opera House 2023/24: Don Quixote 
 Movie Genre: ['Music'] 
 Movie Overview: Don Quixote, based on Miguel de Cervantes’ epic novel of the same name, regales the adventures of the eccentric nobleman Don Quixote and his faithful squire Sancho Panza, as they help to bring a vivacious young couple, Kitri and Basilio, together. 
 Movie Release Date: 2023-11-07 
 Movie Runtime: 180 
 Movie Review: 0.0"
32,Ich bin! Margot Friedländer,"['Documentary', 'Drama']","The documentary tells the life story of Margot Friedländer, a 101-year-old Berlin native who survived the Holocaust and was awarded the Federal Cross of Merit, First Class, in January of this year.",2023-11-07,90,0.0,"Movie Name: Ich bin! Margot Friedländer 
 Movie Genre: ['Documentary', 'Drama'] 
 Movie Overview: The documentary tells the life story of Margot Friedländer, a 101-year-old Berlin native who survived the Holocaust and was awarded the Federal Cross of Merit, First Class, in January of this year. 
 Movie Release Date: 2023-11-07 
 Movie Runtime: 90 
 Movie Review: 0.0"
33,Great Grape Gripes,"['Drama', 'Mystery']",A man's life is torn apart when his grapes are eaten.,2023-11-07,7,0.0,"Movie Name: Great Grape Gripes 
 Movie Genre: ['Drama', 'Mystery'] 
 Movie Overview: A man's life is torn apart when his grapes are eaten. 
 Movie Release Date: 2023-11-07 
 Movie Runtime: 7 
 Movie Review: 0.0"
34,Where The Clownfish Meets The Clown,"['Drama', 'Horror', 'Fantasy']","A primary school child who has never celebrated his birthday with his biological father, celebrates that special day with an unexpected surprise from his art teacher.",2023-11-09,19,0.0,"Movie Name: Where The Clownfish Meets The Clown 
 Movie Genre: ['Drama', 'Horror', 'Fantasy'] 
 Movie Overview: A primary school child who has never celebrated his birthday with his biological father, celebrates that special day with an unexpected surprise from his art teacher. 
 Movie Release Date: 2023-11-09 
 Movie Runtime: 19 
 Movie Review: 0.0"
35,Taylor: A Portrait Of Becoming,[],"While navigating a career in television news, a former Buzzfeed comedian confronts the reality of being gender non-conforming in the Midwest. This coming-of-identity film meets Taylor at a pivotal moment in their life; post-internet fame, dating after divorce, and their continual fight for visibility.",2023-11-12,17,0.0,"Movie Name: Taylor: A Portrait Of Becoming 
 Movie Genre: [] 
 Movie Overview: While navigating a career in television news, a former Buzzfeed comedian confronts the reality of being gender non-conforming in the Midwest. This coming-of-identity film meets Taylor at a pivotal moment in their life; post-internet fame, dating after divorce, and their continual fight for visibility. 
 Movie Release Date: 2023-11-12 
 Movie Runtime: 17 
 Movie Review: 0.0"
36,Badrun & Loundri,"['Drama', 'Comedy']","A civil servant taking shelter from the rain in front of a laundry shop. Then, he was given a bag of laundry clothes which he thought belonged to the laundry shop clerk. Unexpectedly, he took the bag containing lots of clothes and ran away and sparked a commotion in the surrounding community.",2023-11-13,86,0.0,"Movie Name: Badrun & Loundri 
 Movie Genre: ['Drama', 'Comedy'] 
 Movie Overview: A civil servant taking shelter from the rain in front of a laundry shop. Then, he was given a bag of laundry clothes which he thought belonged to the laundry shop clerk. Unexpectedly, he took the bag containing lots of clothes and ran away and sparked a commotion in the surrounding community. 
 Movie Release Date: 2023-11-13 
 Movie Runtime: 86 
 Movie Review: 0.0"
37,Izzy Aman: The Joy of Drag,[],"This film explores the rich expressive world of drag kinging through the experience of one individual: Isabel Adomakoh Young, known as Izzy Aman in the drag world. We get the privilege of witnessing Isabel become Izzy, but more specifically on this occasion, Bob Ross. Through the art of thrusting, painting and mimicry we witness a gender bending revolutionary performance alongside a candid and powerful conversation about how we can create social change with drag. Whether that be deconstructing the patriarchy or redefining our identity. Izzy Aman makes us feel a lot of things: whether that be gender euphoria, arousal, empowerment or just simply joy.",2023-11-13,0,0.0,"Movie Name: Izzy Aman: The Joy of Drag 
 Movie Genre: [] 
 Movie Overview: This film explores the rich expressive world of drag kinging through the experience of one individual: Isabel Adomakoh Young, known as Izzy Aman in the drag world. We get the privilege of witnessing Isabel become Izzy, but more specifically on this occasion, Bob Ross. Through the art of thrusting, painting and mimicry we witness a gender bending revolutionary performance alongside a candid and powerful conversation about how we can create social change with drag. Whether that be deconstructing the patriarchy or redefining our identity. Izzy Aman makes us feel a lot of things: whether that be gender euphoria, arousal, empowerment or just simply joy. 
 Movie Release Date: 2023-11-13 
 Movie Runtime: 0 
 Movie Review: 0.0"
38,Finding Jackie,[],Beloved San Francisco dog walker and artist John Beauparlant channels his love of Jackie Kennedy into collages that help him reconnect with his mother and the woman he might have become.,2023-11-13,14,0.0,"Movie Name: Finding Jackie 
 Movie Genre: [] 
 Movie Overview: Beloved San Francisco dog walker and artist John Beauparlant channels his love of Jackie Kennedy into collages that help him reconnect with his mother and the woman he might have become. 
 Movie Release Date: 2023-11-13 
 Movie Runtime: 14 
 Movie Review: 0.0"
39,You Are My Audience,['Documentary'],Features stories from around the globe that explore identity and relate to one another in unexpected and meaningful ways. This documentary traverses the inner worlds of diverse characters as they face their own parallel identities.,2023-11-14,110,0.0,"Movie Name: You Are My Audience 
 Movie Genre: ['Documentary'] 
 Movie Overview: Features stories from around the globe that explore identity and relate to one another in unexpected and meaningful ways. This documentary traverses the inner worlds of diverse characters as they face their own parallel identities. 
 Movie Release Date: 2023-11-14 
 Movie Runtime: 110 
 Movie Review: 0.0"
40,A Guide to Becoming a Detective,"['Comedy', 'Romance', 'Mystery']","A smug detective introduces his clueless sidekick to the ropes of the trade, but is made to confront the reason he became a private eye in the first place – an elusive dream girl and her mysterious disappearance.",2023-11-15,15,0.0,"Movie Name: A Guide to Becoming a Detective 
 Movie Genre: ['Comedy', 'Romance', 'Mystery'] 
 Movie Overview: A smug detective introduces his clueless sidekick to the ropes of the trade, but is made to confront the reason he became a private eye in the first place – an elusive dream girl and her mysterious disappearance. 
 Movie Release Date: 2023-11-15 
 Movie Runtime: 15 
 Movie Review: 0.0"
41,Steve-O's Bucket List,['Comedy'],"Steve-O new unrated special, filmed in front of a sold-out crowd, sees him in top form as he brings his comedy tour straight into your living room with his hilarious stand-up and stunts.",2023-11-14,0,0.0,"Movie Name: Steve-O's Bucket List 
 Movie Genre: ['Comedy'] 
 Movie Overview: Steve-O new unrated special, filmed in front of a sold-out crowd, sees him in top form as he brings his comedy tour straight into your living room with his hilarious stand-up and stunts. 
 Movie Release Date: 2023-11-14 
 Movie Runtime: 0 
 Movie Review: 0.0"
42,Sworn Justice: Taken Before Christmas,"['Romance', 'Thriller']",A pair of star-crossed lovers – an undercover cop and a defense lawyer who met while pursuing a major crime lord – are put in jeopardy when one of them gets kidnapped by a corrupt element imbedded in Philadelphia’s most revered institutions.,2023-11-16,0,0.0,"Movie Name: Sworn Justice: Taken Before Christmas 
 Movie Genre: ['Romance', 'Thriller'] 
 Movie Overview: A pair of star-crossed lovers – an undercover cop and a defense lawyer who met while pursuing a major crime lord – are put in jeopardy when one of them gets kidnapped by a corrupt element imbedded in Philadelphia’s most revered institutions. 
 Movie Release Date: 2023-11-16 
 Movie Runtime: 0 
 Movie Review: 0.0"
43,Moeder Suriname,['Documentary'],,2023-11-16,0,0.0,"Movie Name: Moeder Suriname 
 Movie Genre: ['Documentary'] 
 Movie Overview:  
 Movie Release Date: 2023-11-16 
 Movie Runtime: 0 
 Movie Review: 0.0"
44,Namesake,"['TV Movie', 'Drama']",,2023-11-19,0,0.0,"Movie Name: Namesake 
 Movie Genre: ['TV Movie', 'Drama'] 
 Movie Overview:  
 Movie Release Date: 2023-11-19 
 Movie Runtime: 0 
 Movie Review: 0.0"
45,So Fly Christmas,[],"After being stood up at the altar on Christmas Eve, Wyvetta loses her love on her favorite holiday. To show solidarity, Wyvetta's best friend, Dione suggests that the two of them renounce love. Things become complicated when Dione falls for a mild-mannered record store owner and tries to keep it under wraps.",2023-11-23,0,0.0,"Movie Name: So Fly Christmas 
 Movie Genre: [] 
 Movie Overview: After being stood up at the altar on Christmas Eve, Wyvetta loses her love on her favorite holiday. To show solidarity, Wyvetta's best friend, Dione suggests that the two of them renounce love. Things become complicated when Dione falls for a mild-mannered record store owner and tries to keep it under wraps. 
 Movie Release Date: 2023-11-23 
 Movie Runtime: 0 
 Movie Review: 0.0"
46,Christmas with the Foxes,[],"The story follows a family gathering together for their annual family Christmas party which began 50 years prior. Rebecca Fox (Vitori) arrives at the party to find her father Thomas (Finerty) involved with a new woman, not even a year after her mother’s passing. In her comical efforts to derail the romance during a marathon of Christmas events, she stumbles upon her own unexpected love story.",2023-11-23,0,0.0,"Movie Name: Christmas with the Foxes 
 Movie Genre: [] 
 Movie Overview: The story follows a family gathering together for their annual family Christmas party which began 50 years prior. Rebecca Fox (Vitori) arrives at the party to find her father Thomas (Finerty) involved with a new woman, not even a year after her mother’s passing. In her comical efforts to derail the romance during a marathon of Christmas events, she stumbles upon her own unexpected love story. 
 Movie Release Date: 2023-11-23 
 Movie Runtime: 0 
 Movie Review: 0.0"
